communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
BrighamCitycity,UT,,,10,15644,3.17,0.07,94.75,0.91,5.01,16.53,26.22,11.04,9.98,,,33784,81.25,2.1,43.91,27.4,4.64,21.11,37181,11819,11949,,5497,10803,12921,10348,1062,6.83,3.87,15.92,22.23,7.05,60.34,37.88,19.29,12.53,32.44,6.42,22.42,9.08,7.79,3.63,84.48,85.45,90.65,86.43,52.95,60.74,81,0.54,277,,,,9.03,,,,0.16,94.56,0.83,16.35,13.15,3.14,3.31,2.66,78.8,3.85,29.02,,275,94.72,74.9,1.82,37.82,1962,3.29,0.13,54600,66300,81600,27000,204,270,333,129,353,19.2,16.8,11.6,20,,1.77,68.58,60.89,83.74,92.67,,,,,,,,,,,,,,,,,,12.9,1211.2,0.66,,,,,,,94.16
Clevelandcity,TN,,,10,30354,2.53,7.17,91.55,0.47,1.44,15.82,29.16,15.93,13.24,,,22894,75.67,0.69,33.29,28.73,8.61,13.53,28715,12265,12638,7845,6815,10781,10031,11329,5054,17.38,18.61,33.81,17.07,5.58,58.95,32.95,22.42,23.06,25.1,10.62,26.44,13.99,12.46,2.94,72.7,68.83,77.88,77.5,61.17,69.82,763,3.1,464,17.46,22.84,31.47,36.21,0.27,0.35,0.48,0.55,96.7,0.79,2.97,2.05,2.41,2.56,2.23,58.41,2.31,49.64,,1054,91.92,55.06,0.28,19.92,1969,8.66,0.37,41500,60900,85400,43900,178,247,314,136,319,24.8,20,12.9,,,1.53,63.19,47.33,77.47,84.41,,,,,,,,,,,,,,,,,,20.5,1477.2,0.05,,,,,,,878.96
Carpinteriacity,CA,,,10,13747,2.78,0.76,81.36,2.15,36.56,14.32,27.77,14.11,11.36,13747,100,34827,78.86,1.65,42.3,26.68,5.4,12.95,40940,15615,17093,12937,12775,14633,7921,8700,802,5.92,10.23,23.73,22.6,3.75,69.18,13.79,22.23,12.52,24.58,11.01,33.81,15.61,13.28,3.26,73.68,67.86,85.07,69.58,65.97,78.04,128,1.34,2578,21.1,31.46,39.57,52.06,3.96,5.9,7.42,9.76,69.34,11.27,9.71,6.72,2.74,2.56,2.97,52.86,12.04,62.07,,505,90.75,56.52,0.59,24.16,1972,3.17,0.44,239100,284400,348400,109300,537,707,902,365,759,30.6,26.6,11.5,67,,18.75,49.81,46.04,76.28,88.04,,,,,,,,,,,,,,,,,,2.8,4902.6,2.94,,,,,,,480.87
Salinascity,CA,,,10,108777,3.26,3.01,54.55,8.08,50.64,15.71,31.46,15.23,7.53,108777,100,31271,82.22,0.98,29.49,20.87,11.66,15.22,33121,11351,14318,11375,11467,12656,6149,6829,16652,15.58,23.31,37.7,13.02,10.81,61.85,10.03,17.8,14.34,17.77,9.28,32.84,14.91,12.12,3.67,71.15,66.11,77.12,73.85,62.22,67.53,4009,4.96,28740,13.08,24.21,35.89,44.78,3.45,6.4,9.48,11.83,52.85,16.42,15.8,11.97,3.21,3.12,3.28,44.98,22.21,58.77,,1217,96.48,46.25,0.99,14.05,1970,3.97,0.73,132400,161500,194000,61600,434,528,647,213,580,28.3,24.4,11.2,68,86,26.42,49.63,41.54,79.66,89.25,132,109.62,127,105.47,91271,75796.4,691.4,109.6,73.48,81.06,2.27,11.36,5.3,18.94,11,13,123.8,19.3,5637.3,2.28,56,10183160,96.21,,8.33,84566.5,1219.94
Oviedocity,FL,,,10,11114,2.93,12.24,84.18,1.59,6.91,12.48,28.89,10.67,4.49,11114,100,40221,91.69,0.37,42.55,13.28,1.75,10.61,42843,14266,15244,8520,193,11220,11184,9319,866,7.83,2.53,9.5,34.85,3.57,74.27,17.12,23.89,8.38,35.16,7.37,22.47,10.74,9.1,3.22,82.71,78.66,93.7,86.96,68.71,69.58,192,3.11,466,17.81,23.39,36.27,48.28,0.75,0.98,1.52,2.02,90.64,0.6,3.81,3.16,2.92,2.96,2.74,81.79,2.85,19.75,,417,90.1,80.61,0.96,20.38,1987,3.16,0.52,78800,92800,113800,35000,357,484,565,208,570,28.2,23.8,12.1,,,4.19,33.19,20.73,38.17,65.39,,,,,,,,,,,,,,,,,,13.9,801,,,,,,,,827.68
PalisadesParkborough,NJ,,55770,10,14536,2.52,1.57,75.06,20.02,11.5,10.31,26.17,11.67,12.69,14536,100,36019,80.41,0.67,43.4,25.25,2.82,12.49,44334,17995,18694,12721,,16528,12247,12849,1117,7.7,10.5,22.03,26.55,5.45,63.62,18.27,18.55,13.15,29.47,7.3,33.01,8.85,8.11,3.11,82.8,81.29,92.35,79.75,47.05,54.6,80,0.92,5594,28.55,42.21,48.43,55.56,10.99,16.24,18.64,21.38,52.64,10.7,4.37,2.98,2.52,2.87,2.29,43.87,6.77,64.29,,272,95.5,38.43,0.37,41.18,1957,0.83,,172800,208500,249900,77100,500,649,846,346,711,27.5,24.8,14.7,,,38.48,38.02,55.44,71.13,76.96,,,,,,,,,,,,,,,,,,1.3,11613.9,16.57,,,,,,,111.83
Plainsborotownship,NJ,23,59280,10,14213,2.08,10.71,78.21,9.88,3.88,8.57,34.4,11.68,2.69,,,46915,95.73,0.54,55.13,4.81,1.06,3.46,60105,27799,29857,17767,,22147,24273,20359,219,1.54,1.42,3.84,59.22,3.39,83.75,20.65,26.52,4.56,48.58,10.16,37.33,11.72,10.93,2.86,81.15,81.81,90.34,81.12,52.96,64.53,148,2.66,2144,25.23,35.91,52.33,59.47,3.81,5.42,7.89,8.97,82.59,1.53,1.83,0.95,2.08,2.53,1.79,47.77,1.98,76.88,,929,88.02,39.34,0.22,22.82,1982,0.53,0.19,157500,211100,271500,114000,603,647,731,128,727,23.8,25.6,14.3,,,15.08,38.77,22.34,41.09,65.59,,,,,,,,,,,,,,,,,,12.4,1141.9,9.49,,,,,,,162.1
Saginawcity,MI,145,70520,10,69512,2.66,40.35,52.26,0.43,10.51,15.95,28.5,13.87,10.71,69512,100,17736,63.65,0.16,26.71,28.02,25.53,18.68,21900,8944,11361,6385,6774,3566,5942,6103,21647,31.72,10.42,31.43,9.25,17.82,45.72,20.65,25.89,20.12,17.49,13.01,37.23,17.02,15.25,3.21,45.11,40.94,46.83,51.51,55.12,60.74,7494,12.28,1233,13.54,17.6,22.14,27.9,0.24,0.31,0.39,0.49,92.48,0.62,7.11,4.87,2.61,2.69,2.51,59.24,4.17,47.02,,1807,93.54,57.55,13.12,46.93,1944,9.02,0.82,22500,32800,44500,22000,208,267,323,115,343,35.1,17,14.8,38,,1.77,74.5,58.48,89.99,94.47,122,171.83,117,164.79,123655,174162,1013.6,171.8,82.59,68.85,24.59,5.74,,30.33,12,,78.7,18.1,3846.4,1.63,58,8261088,95.9,,9.84,116353.4,
Vallejocity,CA,,,10,109199,2.92,21.15,50.46,22.95,10.78,14.35,27.49,13.44,9.96,109199,100,36605,79.57,0.56,34.19,22.23,10.85,22.12,41183,14271,16380,12108,11478,12510,10440,10988,9007,8.48,6.8,19.04,19.2,6.55,62.7,13.74,22.94,11.76,23.56,10.68,31.28,14.29,12.51,3.33,72.02,67.59,79.37,73.37,63.04,70.66,2818,3.48,19770,12.34,20.29,31.66,40.52,2.23,3.67,5.73,7.34,75.03,2.48,9.13,6.77,2.85,2.95,2.68,64.16,9.25,47.35,,2519,93.69,61.88,2.02,26.36,1965,3.05,0.22,105900,140600,186200,80300,383,511,629,246,578,28,25.5,12.1,47,,18.1,46.72,43.03,65.04,86.92,131,116.92,123,109.78,84389,75317.7,644.2,116.9,82.53,67.18,15.27,10.69,6.11,31.3,15,,294.8,31.3,3488.3,3.7,73,11981274,93.89,,11.45,106933.7,1448.54
ElCampocity,TX,,,10,10511,2.76,11.97,74.43,0.29,31.59,14.73,25.5,11.69,13.39,,,21049,74.5,3.02,33.22,32.31,7.17,10.22,25904,11174,12548,5150,,4803,9093,8002,2275,22.09,22.7,40.64,12.4,8.12,57.2,15.27,21.57,21.1,17.42,8.84,25.24,11.14,10.07,3.29,74.23,68.94,82.62,74.2,60.66,67.14,175,1.87,407,12.04,13.27,26.54,39.56,0.47,0.51,1.03,1.53,71.16,4.49,6.5,4.79,2.73,2.66,2.83,60.48,7.94,49.96,,331,91.99,61.97,4.53,57.4,1960,12.15,1.16,30100,47400,71300,41200,177,236,304,127,317,25.5,20.1,13.7,,,3.88,87.16,54.85,90.03,98.19,,,,,,,,,,,,,,,,,,5.9,1777.9,,,,,,,,622.29
Lancastercity,CA,,,10,97291,2.96,7.41,79.38,3.72,15.23,13.9,29.54,12.94,7.21,96687,99.38,38388,82.88,0.47,35.83,18.73,10.18,16.21,41339,14842,16005,10072,9788,14989,8807,9296,9128,9.9,5.84,19.72,16.2,6.94,61.3,18.97,20.77,11.5,28.05,11.35,29.16,16.06,13.73,3.27,74.48,69.97,82.44,75.3,51.46,62.08,3214,4.7,8899,19.79,27.97,36.57,46.02,1.81,2.56,3.34,4.21,85.62,2.71,7.29,5.43,2.83,2.89,2.72,64.36,6.6,40.64,,3316,90.84,62.94,1.72,18.06,1980,2.46,0.48,107100,133700,163700,56600,448,542,649,201,610,27.6,24.4,11.7,49,,9.15,50.43,32.03,74.4,86.2,,,,,,,,,,,,,,,,,,92,1057.6,1.04,,,,,,,1218.85
CommerceCitycity,CO,,,10,16466,2.87,2.86,84.88,1.14,35.93,14.96,27.4,12.67,9.27,16203,98.4,20427,77.29,0.16,21.32,24.74,14.47,13.27,24268,8651,8913,6781,4973,7411,7558,7344,3766,23.23,13.8,39.44,3.37,10.59,57.45,17.55,12.53,25.96,10.78,15.07,28.68,18.71,16.93,3.29,61.46,55.24,54.09,65.67,52.39,64,697,4.59,594,21.21,27.61,31.65,36.2,0.77,,1.14,1.31,81.59,2.6,7.85,5.87,2.83,2.77,2.91,57.72,7.91,53.73,,672,89.52,58.9,4.46,48.21,1959,9.68,0.9,45900,56800,69000,23100,256,335,405,149,408,32.9,22.6,13.5,39,,3.61,60.85,54.75,82.23,93,,,,,,,,,,,,,,,,,,20.7,795.8,3.77,,,,,,,1509.31
GrantsPasscity,OR,,,10,17488,2.45,0.22,96.44,1.29,2.82,12.39,22.84,10.74,18.69,,,21557,63.75,0.98,39.63,37.34,8.63,19.6,26595,11607,11686,6856,10087,10185,8052,7745,3048,18.05,7.68,23.86,14,9.34,50.63,20.37,24.63,19.26,23.38,13.54,24.2,17.1,15.48,2.92,65.09,63.19,58.86,74.96,63.09,73,414,2.82,439,8.88,14.58,18.91,28.93,0.22,0.37,0.47,0.73,96.25,0.58,4.28,2.76,2.34,2.4,2.28,55.05,3.51,57.1,,335,95.52,53.72,1.79,30.45,1964,6.96,0.59,52000,66600,87700,35700,268,332,394,126,403,31.5,22.8,14.1,79,,2.51,34.52,37.92,72.84,81.33,,,,,,,,,,,,,,,,,,6.7,2614.8,,,,,,,,213.5
SanBenitocity,TX,,,10,20125,3.49,0.21,75.81,0.11,87.59,18.77,30.62,14.78,10.73,20125,100,16553,69.26,1.17,18.27,32.45,21.11,12.15,18581,6335,6912,5220,2097,,4605,5267,7361,36.8,40.75,53.35,9.2,13.89,47.8,12.4,26.95,17.88,19.78,7.03,31.91,12.77,10.11,3.93,69.62,62.38,78.99,74.25,56.57,58.78,579,2.85,3390,10.8,18.58,25.25,39.06,1.82,3.13,4.25,6.58,17.83,18.4,19.12,15.7,3.48,3.46,3.51,66.89,22.87,58.49,,784,88.02,67.22,10.59,40.43,1967,23.63,2.71,20100,30000,44000,23900,104,193,275,171,244,27.2,20.7,12.2,,,16.84,70.93,64.36,88.43,94.4,,,,,,,,,,,,,,,,,,9.4,2144.6,0.32,,,,,,,534.6
Cantontown,MA,21,11315,10,18530,2.81,1.28,97.13,1.21,0.81,13.3,26.38,13.29,12.47,16778,90.55,53492,84.48,0.99,53.69,27.7,3.69,18.57,62471,22035,21919,21538,,37739,18107,12586,435,2.39,3.28,9.89,32.68,,66.41,15.28,25.86,5.48,37.25,4.9,33.46,7.34,6.19,3.28,85.97,84.5,95.88,87.87,67.16,73.28,96,0.68,950,,5.16,6.74,10.11,,0.26,0.35,0.52,93.88,0.84,5.96,4.42,2.76,3.01,2.04,81.5,0.76,34.97,,184,97.29,74.91,5.43,35.33,1962,,,167800,204100,262800,95000,305,620,743,438,690,24,20.2,12.8,,,5.13,82.1,69.85,86.35,95.53,,,,,,,,,,,,,,,,,,19.6,944.5,9.12,,,,,,,133.14
Polandtownship,OH,99,63968,10,13993,2.81,0.08,99.52,0.25,0.7,13.2,20.6,10.18,14.26,11360,81.17,36132,74.9,0.14,53.66,32.77,4.53,24.45,40434,15261,15303,,7100,,888,11058,567,4.05,3.07,12.54,26.83,4.29,58.59,15.46,28.35,10.35,33.51,4.13,22.2,4.87,4.51,3.15,91.48,89.98,97.37,83.62,55.58,64.42,48,0.45,317,7.57,7.57,7.57,13.88,0.17,0.17,0.17,0.31,93.11,0.42,3.72,3.11,2.81,2.88,2.09,93.36,0.7,16.31,,92,98.19,91.09,1.09,53.26,1958,1.01,0.16,56600,73900,101800,45200,260,316,378,118,396,22.6,20.5,12.6,,,2.27,78.11,70.62,92.64,95.51,,,,,,,,,,,,,,,,,,21.9,639.9,,,,,,,,8.85
Brookfieldtown,CT,,8980,10,14113,2.86,0.72,97.22,1.69,1.56,13.48,24.16,11.38,7.48,10359,73.4,60054,87.14,1.19,63.17,19.31,1.72,13.14,65111,24277,24405,22693,8150,18775,16803,15661,333,2.36,3.02,9.47,41.24,4.14,71.79,23.75,23.28,7.18,39.3,5.65,27.06,8.62,7.16,3.22,89.27,88.19,97.4,87.08,56.34,67.87,46,0.5,1014,12.03,16.67,23.08,30.97,0.86,1.2,1.66,2.22,89.54,0.56,3.96,3.2,2.86,2.95,2.19,90.48,0.67,23.61,,415,92.25,87.59,1.45,35.18,1969,0.32,0.11,181000,226800,295600,114600,614,767,930,316,880,24.6,24.4,13.9,,,7.18,36.74,54.82,78.05,80.04,,,,,,,,,,,,,,,,,,20.5,687.9,1.89,,,,,,,55.84
Victorvillecity,CA,,,10,40674,2.86,9.59,73.08,3.67,23,13.21,27.91,12.4,10.76,40706,99.87,28698,76.06,0.3,30.3,26.99,11.75,20.34,31796,11474,12219,10522,9202,10296,8300,8090,5947,14.82,8.42,25.02,10.5,9.95,53.26,11.16,17.45,15.6,20.13,10.68,25.48,14.97,12.88,3.27,72.99,68.82,81.88,71.79,45.69,53.44,1203,3.75,4628,18.99,29.19,35.98,46.43,2.16,3.32,4.09,5.28,80.14,3.9,8.02,5.99,2.83,2.83,2.82,60.79,8.58,47.58,,1386,91.13,60.76,2.09,23.81,1983,4.54,0.2,82800,102800,125000,42200,367,443,537,170,508,29.8,26.2,12.1,20,104,11.35,47.75,28.85,56.09,84.71,,,,,,,,,,,,,,,,,,43.3,938.5,0.18,,,,,,,867.49
Valparaisocity,IN,,,10,24414,2.72,0.58,97.78,1.13,1.42,20.54,33.98,21.61,10.63,,,31602,78.05,0.84,52.07,24.69,4.69,14.03,41824,14987,14874,8483,21267,29866,23066,9939,1845,8.63,4.83,14.82,27.88,3.75,60.99,16.32,36.42,9.17,34.24,,36.67,11.42,9.84,3.01,76.66,77.18,85.05,77.89,61.56,71.67,219,1.35,724,16.99,19.89,25.83,32.32,0.5,0.59,0.77,0.96,95.91,0.23,2.92,1.96,2.38,2.72,1.95,63.72,1.29,49.98,,315,96.61,55.76,3.49,34.6,1963,2.06,0.09,55100,71700,96500,41400,277,358,424,147,431,25.7,17.5,12.1,,,2.97,58.25,43.68,70.37,81.02,,,,,,,,,,,,,,,,,,10.5,2321.6,1.34,,,,,,,366.83
AsburyParkcity,NJ,25,1960,10,16799,2.44,59.39,35.42,0.73,9.13,12.54,26.78,12.35,13.98,16799,100,20754,71.19,0.31,25.92,32.81,14.95,13.68,25366,11267,16291,8629,8043,9820,7909,7371,3889,23.33,11.2,31.25,13.53,11.82,57.89,15.43,26.09,19.74,19.07,15.71,45.09,18.22,17.13,3.28,35.83,30.39,27.43,32.23,56.95,71.24,2722,21.31,1882,15.14,31.4,38.15,49.1,1.7,3.52,4.27,5.5,82.56,2.58,10.55,5.59,2.37,2.9,2.21,28.17,9.95,74.6,,821,89.33,23.05,5.6,25.94,1955,9.69,0.23,80300,102900,135100,54800,343,502,596,253,537,31.9,27.9,15.6,27,,11.2,53.75,47.41,82.93,88.69,,,,,,,,,,,,,,,,,,1.5,11323.1,8.57,,,,,,,2052.79
Bournetown,MA,,7175,10,16064,2.72,1.41,96.53,0.6,1.25,13.66,26.13,13.4,13.47,,,34159,76.59,0.68,37.07,30.69,5.78,20.07,38408,14962,15155,11716,4028,10575,8980,7709,1027,6.7,4.06,13.5,22.36,6.19,60.15,9.17,25.51,8.4,27.63,7.36,31.52,11.2,9.29,3.08,79.52,78.89,91.34,78.3,63.14,69.19,199,1.62,475,5.68,10.11,14.32,17.05,0.17,0.3,0.42,0.5,94.31,1.16,3.97,2.9,2.6,2.61,2.57,65.68,1.02,37.93,,3101,65.54,65.34,0.84,27.86,1962,1.05,0.33,123400,153900,195800,72400,406,548,663,257,610,27.7,23.9,14.7,,,2.96,66.42,50.1,68.44,84.72,,,,,,,,,,,,,,,,,,42.4,379.1,1.49,,,,,,,399.23
Avontown,CT,,2060,10,13937,2.6,0.93,97.24,1.51,0.85,11.2,19.39,9.54,11.82,8016,57.52,66602,84.62,0.99,73.34,22.2,1.56,15.42,79278,34204,34407,27537,,28738,10394,8619,207,1.5,2.96,7.26,52.37,2.09,67.16,12.2,28.25,4.02,49.3,5.73,23.71,7.46,6.63,2.98,91.6,91.53,96.64,90.49,51.03,60.5,,0.07,813,10.21,21.53,28.41,35.92,0.6,1.26,1.66,2.1,92.9,0.67,2.5,1.9,2.57,2.68,1.97,87.52,0.24,30.9,,343,93.99,83.73,,35.86,1973,0.5,0.11,186000,253700,361200,175200,647,765,959,312,864,26.9,23.6,13.4,,,5.83,45.16,53.59,77.17,80.75,,,,,,,,,,,,,,,,,,24,581.6,1.4,,,,,,,43.01
MossPointcity,MS,,,10,17837,2.98,65.48,34.27,0.12,0.39,18.65,28.08,14.11,10.6,17814,99.87,21201,73.2,0.22,19.86,31.74,13.06,17.48,24645,8809,12376,6920,13875,12194,12000,10159,4022,22.72,13.53,35.31,10.42,15.88,49.5,37.93,20.08,23.29,17.55,11.91,32.71,14.06,13.04,3.43,63.09,52.86,71.58,68.57,64.33,68.56,1311,7.62,73,9.59,17.81,17.81,17.81,0.04,0.07,0.07,0.07,97.12,0.82,9.41,7.36,2.97,2.99,2.89,77.98,6.4,33.61,,623,90.57,77.4,10.43,60.67,1964,11.05,0.47,32500,43100,58900,26400,150,212,275,125,300,28.6,21.3,14.3,,,0.41,76.23,70.75,93.55,95.47,,,,,,,,,,,,,,,,,,25.9,687.6,0.29,,,,,,,765.29
Naticktown,MA,17,43895,10,30510,2.54,2.01,95.12,2.38,1.78,10.33,25.56,10.99,11.7,29973,98.16,49229,85.12,1.09,60.18,24.3,4.15,15.38,55995,22176,22293,16682,6569,24373,10637,12957,948,3.15,2.73,9.54,42.39,4.73,71.33,14.08,31.6,5.77,41.47,6.13,32.74,9.28,7.79,3.04,83.8,81.76,96.11,88.45,64.47,73.63,188,0.9,2044,15.07,20.74,25.1,30.72,1.01,1.39,1.68,2.06,92.24,0.86,3.65,2.5,2.5,2.77,1.97,73.89,0.82,40.15,,636,94.97,66.78,0.47,21.86,1954,0.28,0.24,160400,187600,234400,74000,504,717,858,354,800,23.8,21.9,13.3,,,6.69,68.71,61.45,80.71,89.57,,,,,,,,,,,,,,,,,,15.6,1952,7.12,,,,,,,186.52
Levellandcity,TX,,,10,13986,3.01,6.19,74.98,0.19,32.85,19.56,30.5,16.44,10.77,,,23497,75.24,3.9,33.92,28.06,7.96,7.07,27675,11166,12883,5527,10555,25891,5615,6596,2603,19.4,17.07,35.18,13.62,6.83,57.49,3.7,26.61,16.53,21.13,7.85,26.81,9.67,8.8,3.38,79.27,73.53,84.16,82.53,57.65,63.96,181,1.46,437,4.58,9.61,13.5,19.22,0.14,0.3,0.42,0.6,71.17,3.91,8.2,6.35,2.89,2.91,2.85,71.91,8.82,43.7,,639,87.91,71.47,3.91,50.86,1966,12.7,0.68,26600,42300,66500,39900,171,245,324,153,314,27.9,19.7,13,,,3.12,81.05,51.45,81.54,96.45,,,,,,,,,,,,,,,,,,10.2,1368.5,0.33,,,,,,,243.47
Russellvillecity,AR,,,10,21260,2.65,4.7,93.59,0.73,1.11,18.7,33.21,19.96,11.46,,,22902,78.66,0.78,33.52,26.96,5.93,13,27983,11234,11530,6886,6646,6936,5633,3716,2870,14.73,11.4,27.12,20.76,6.58,58.53,19.58,22,15.2,25.74,8.61,31.89,13.29,11.04,2.98,74.66,72.18,81.46,78.46,61.1,69.32,207,1.33,144,14.58,14.58,14.58,17.36,0.1,0.1,0.1,0.12,97.03,0.43,2.61,1.82,2.43,2.61,2.18,62.57,1.97,43.97,,631,92.71,58.21,0.63,30.9,1975,10.26,0.36,40800,54200,76000,35200,173,239,295,122,335,25.8,20.9,13,,,0.68,60.87,39.19,64.6,83.54,,,,,,,,,,,,,,,,,,26.6,799.8,0.36,,,,,,,229.44
Clevelandcity,OH,35,16000,10,505616,2.53,46.56,49.49,1.01,4.59,13.56,27.3,13.11,12.69,505616,100,17822,65,0.28,23.61,30.79,21.95,16.83,22448,9258,11161,7369,9015,7867,7305,6357,142217,28.67,12.53,41.24,8.06,14,47.78,23.12,23.61,22.65,16.4,14.82,39.67,17.9,16.49,3.21,47.21,41.5,51.6,49.78,48.14,55.61,50152,12.2,20975,10.92,16.64,22.39,27.98,0.45,0.69,0.93,1.16,88.89,1.98,7.77,4.85,2.48,2.65,2.32,51.24,2.89,54.91,,24524,89.07,47.93,16.23,52.12,1939,8.97,0.75,30200,40900,53700,23500,161,237,306,145,322,29.3,19.3,13.6,589,105,4.15,67.87,59,92.11,94.64,1761,355.7,1472,297.33,1016537,205330.3,577.2,355.7,77.43,72.06,24.59,3.29,0.06,27.94,59,,88.3,79.8,6336.3,14.25,550,99470664,83.59,,3.35,200920.8,1678.54
Pueblocity,CO,,,10,98640,2.57,2.18,82.95,0.63,39.51,14.19,25.22,12.35,14.32,98640,100,20501,67.49,0.48,32.1,31.41,12.47,23.25,24997,10168,10872,6901,6879,9397,6537,7040,20778,21.65,12.19,26.79,13.77,9.28,49.54,13.12,29.22,15.46,23.4,12.64,28.72,15.24,14.02,3.07,64.25,60.53,65.2,68.41,54.21,63.38,3248,3.75,2234,13.65,18.53,23.63,27.62,0.31,0.42,0.54,0.63,81.47,1.72,4.91,3.41,2.5,2.58,2.36,66.74,3.73,51.39,,2538,93.79,64.81,8.2,52.92,1957,6.42,0.29,36300,48700,66200,29900,172,250,325,153,303,28.1,20.8,12.7,92,56,2.26,68.27,56.18,85.83,92.32,167,162.18,151,146.64,100000,97114.7,598.8,162.2,99.4,79.64,,19.76,,19.76,,,39.7,37.2,2651.9,1.11,59,8316328,90.42,10,2.99,80763.8,1684.94
Oakdalecity,MN,163,47680,10,18374,2.74,1.04,97.01,0.99,1.58,12.86,29.5,11.47,4.89,18374,100,41049,90.82,0.69,50.25,12.72,3.26,9.04,44844,16207,16475,7918,2711,10524,6484,6309,1059,5.8,2.55,10.47,20.33,2.93,79.57,25.13,19.63,12.21,24.82,7.99,26.83,12.92,10.56,3.17,77.65,78.86,86.67,87.05,78.1,81.27,208,1.81,307,19.22,28.99,33.88,35.83,0.32,0.48,0.57,0.6,97.1,0.51,3.45,2.63,2.74,2.86,2.22,83.92,1.49,41.51,,237,96.58,80.21,1.27,29.11,1977,0.34,0.07,71600,88400,108400,36800,352,399,499,147,442,23.8,22.1,12.3,,,1.67,77.94,45.08,58.37,91.73,,,,,,,,,,,,,,,,,,10.3,1791.2,1.92,,,,,,,
SantaClaracity,CA,,,10,93613,2.56,2.57,73.69,18.6,15.23,12.82,31.54,15.24,9.11,93613,100,44707,84.92,0.62,49.09,18.5,5.81,13.36,49460,19676,21326,16199,16205,15061,13742,13688,5657,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,11.11,40.54,14.67,12.87,3.06,72.88,69.03,86.38,74.03,63.37,70.9,1366,2.33,21501,18.48,29.18,42.02,54.75,4.24,6.7,9.65,12.57,69.77,5.24,6.08,3.82,2.49,2.65,2.35,50.13,9.29,57.35,,1328,96.49,47.07,1.81,14.31,1964,0.64,0.27,224200,270400,323900,99700,608,737,913,305,779,25.8,22.5,11.3,114,,22.97,43.7,44.67,74.36,83.76,144,151.52,132,138.89,115714,121756.8,803.6,151.5,82.24,86.18,1.32,5.26,1.97,8.55,,14,138.3,19,4937.4,2.44,93,14981849,91.67,10,4.17,157642.3,482.97
EauClairecity,WI,35,22300,10,55180,2.68,0.38,95.16,3.65,0.61,21.3,36.28,24.12,11.34,55180,100,24535,75.62,0.94,53.83,27.84,9.04,15.8,32441,11467,11906,2195,8882,2620,8458,3674,9580,18.82,7.35,15.1,23.87,5.91,60.01,13.51,30.95,12.97,27.1,7.07,40.04,9.22,8.24,3.05,75.63,75.69,82.2,77.14,61.46,71.83,786,2.06,1914,45.66,63.58,69.91,79.62,1.58,2.21,2.42,2.76,94.43,1.13,3.9,2.86,2.48,2.63,2.27,60.71,2.29,50.13,,755,96.46,57.2,0.66,25.56,1958,1.95,0.54,40500,52900,69200,28700,210,283,360,150,351,27.5,18.3,13.3,,,3.47,73.02,43,67.46,87.13,,,,,,,,,,,,,,,,,,24.9,2212.3,1.37,,,,,,,144.2
